Spoken	Count	Coverage	Cummulative
practice	2150	0.0001	0.9004
assessment	2150	0.0001	0.9005
xx	2148	0.0001	0.9006
bar	2146	0.0001	0.9007
video	2141	0.0001	0.9008
proposal	2141	0.0001	0.9008
final	2141	0.0001	0.9009
describe	2137	0.0001	0.9010
understanding	2131	0.0001	0.9011
wow	2127	0.0001	0.9011
sixteen	2126	0.0001	0.9012
industry	2125	0.0001	0.9013
recently	2122	0.0001	0.9014
gosh	2122	0.0001	0.9014
lift	2121	0.0001	0.9015
serve	2120	0.0001	0.9016
economic	2118	0.0001	0.9017
background	2115	0.0001	0.9017
plant	2114	0.0001	0.9018
mom	2114	0.0001	0.9019
option	2113	0.0001	0.9020
fourteen	2113	0.0001	0.9020
himself	2110	0.0001	0.9021
wash	2108	0.0001	0.9022
model	2108	0.0001	0.9023
block	2108	0.0001	0.9023
solve	2106	0.0001	0.9024
reach	2104	0.0001	0.9025
exam	2101	0.0001	0.9026
refer	2096	0.0001	0.9026
appropriate	2095	0.0001	0.9027
customer	2094	0.0001	0.9028
cook	2091	0.0001	0.9029
regard	2090	0.0001	0.9029
insurance	2089	0.0001	0.9030
sheet	2080	0.0001	0.9031
finally	2077	0.0001	0.9032
fast	2074	0.0001	0.9032
busy	2074	0.0001	0.9033
interview	2073	0.0001	0.9034
however	2059	0.0001	0.9035
access	2052	0.0001	0.9035
officer	2049	0.0001	0.9036
excuse	2048	0.0001	0.9037
cross	2047	0.0001	0.9038
cent	2046	0.0001	0.9038
television	2043	0.0001	0.9039
link	2040	0.0001	0.9040
centre	2039	0.0001	0.9041
schedule	2037	0.0001	0.9041
terrible	2034	0.0001	0.9042
encourage	2033	0.0001	0.9043
dead	2020	0.0001	0.9043
shut	2019	0.0001	0.9044
club	2016	0.0001	0.9045
voice	2011	0.0001	0.9046
quid	2009	0.0001	0.9046
fix	2006	0.0001	0.9047
generally	2004	0.0001	0.9048
attention	2002	0.0001	0.9048
garden	1995	0.0001	0.9049
conference	1995	0.0001	0.9050
knowledge	1993	0.0001	0.9051
count	1985	0.0001	0.9051
huge	1980	0.0001	0.9052
goal	1977	0.0001	0.9053
cup	1977	0.0001	0.9053
s	1969	0.0001	0.9054
topic	1968	0.0001	0.9055
handle	1966	0.0001	0.9056
balance	1966	0.0001	0.9056
match	1961	0.0001	0.9057
ooh	1960	0.0001	0.9058
datum	1955	0.0001	0.9058
apart	1952	0.0001	0.9059
fish	1951	0.0001	0.9060
represent	1950	0.0001	0.9060
administration	1949	0.0001	0.9061
human	1944	0.0001	0.9062
exercise	1944	0.0001	0.9063
blow	1943	0.0001	0.9063
afford	1942	0.0001	0.9064
court	1939	0.0001	0.9065
rid	1937	0.0001	0.9065
stupid	1936	0.0001	0.9066
responsibility	1933	0.0001	0.9067
sentence	1930	0.0001	0.9067
knock	1927	0.0001	0.9068
post	1924	0.0001	0.9069
weather	1922	0.0001	0.9069
management	1919	0.0001	0.9070
gas	1919	0.0001	0.9071
clothes	1916	0.0001	0.9072
none	1912	0.0001	0.9072
gun	1912	0.0001	0.9073
weird	1904	0.0001	0.9074
lipsmack	1903	0.0001	0.9074
corner	1902	0.0001	0.9075
roll	1898	0.0001	0.9076
hopefully	1893	0.0001	0.9076
briefing	1893	0.0001	0.9077
condition	1892	0.0001	0.9078
odd	1891	0.0001	0.9078
recommendation	1887	0.0001	0.9079
thirteen	1881	0.0001	0.9080
bottle	1879	0.0001	0.9080
god	1875	0.0001	0.9081
compare	1874	0.0001	0.9082
instance	1873	0.0001	0.9082
improve	1873	0.0001	0.9083
arm	1869	0.0001	0.9084
useful	1868	0.0001	0.9084
paint	1867	0.0001	0.9085
multiple	1862	0.0001	0.9086
upon	1859	0.0001	0.9086
horse	1857	0.0001	0.9087
direct	1857	0.0001	0.9088
file	1855	0.0001	0.9088
sick	1854	0.0001	0.9089
lay	1849	0.0001	0.9090
fourth	1849	0.0001	0.9090
treat	1847	0.0001	0.9091
shit	1847	0.0001	0.9092
appear	1847	0.0001	0.9092
nature	1845	0.0001	0.9093
heart	1842	0.0001	0.9094
content	1841	0.0001	0.9094
death	1840	0.0001	0.9095
property	1836	0.0001	0.9096
feed	1835	0.0001	0.9096
positive	1832	0.0001	0.9097
jump	1827	0.0001	0.9098
debate	1827	0.0001	0.9098
speech	1826	0.0001	0.9099
eh	1826	0.0001	0.9100
exist	1822	0.0001	0.9100
cell	1818	0.0001	0.9101
reckon	1816	0.0001	0.9102
current	1814	0.0001	0.9102
function	1812	0.0001	0.9103
application	1811	0.0001	0.9103
traffic	1809	0.0001	0.9104
aspect	1807	0.0001	0.9105
hurt	1804	0.0001	0.9105
whereas	1803	0.0001	0.9106
leader	1801	0.0001	0.9107
indicate	1801	0.0001	0.9107
income	1801	0.0001	0.9108
resource	1800	0.0001	0.9109
release	1799	0.0001	0.9109
weight	1796	0.0001	0.9110
ticket	1792	0.0001	0.9111
radio	1787	0.0001	0.9111
skill	1785	0.0001	0.9112
kitchen	1785	0.0001	0.9112
context	1785	0.0001	0.9113
region	1781	0.0001	0.9114
necessary	1780	0.0001	0.9114
limit	1776	0.0001	0.9115
organization	1775	0.0001	0.9116
telephone	1773	0.0001	0.9116
wind	1772	0.0001	0.9117
storey	1772	0.0001	0.9118
motion	1772	0.0001	0.9118
zero	1771	0.0001	0.9119
claim	1771	0.0001	0.9119
beyond	1771	0.0001	0.9120
tie	1770	0.0001	0.9121
county	1768	0.0001	0.9121
sing	1766	0.0001	0.9122
inaudible	1766	0.0001	0.9123
glad	1766	0.0001	0.9123
identify	1764	0.0001	0.9124
respond	1761	0.0001	0.9125
rain	1760	0.0001	0.9125
shoe	1759	0.0001	0.9126
dry	1758	0.0001	0.9126
ability	1757	0.0001	0.9127
patient	1755	0.0001	0.9128
passage	1755	0.0001	0.9128
twice	1753	0.0001	0.9129
bedroom	1748	0.0001	0.9130
doubt	1745	0.0001	0.9130
quiet	1737	0.0001	0.9131
waste	1736	0.0001	0.9131
heavy	1736	0.0001	0.9132
football	1733	0.0001	0.9133
careful	1729	0.0001	0.9133
bloke	1729	0.0001	0.9134
rent	1728	0.0001	0.9135
progress	1725	0.0001	0.9135
evidence	1724	0.0001	0.9136
welcome	1723	0.0001	0.9136
warm	1723	0.0001	0.9137
eventually	1722	0.0001	0.9138
forth	1721	0.0001	0.9138
propose	1715	0.0001	0.9139
military	1707	0.0001	0.9139
faculty	1707	0.0001	0.9140
pack	1703	0.0001	0.9141
due	1698	0.0001	0.9141
oppose	1696	0.0001	0.9142
strange	1693	0.0001	0.9142
excellent	1693	0.0001	0.9143
average	1692	0.0001	0.9144
slightly	1691	0.0001	0.9144
procedure	1691	0.0001	0.9145
economy	1687	0.0001	0.9145
honest	1681	0.0001	0.9146
newspaper	1679	0.0001	0.9147
math	1676	0.0001	0.9147
character	1671	0.0001	0.9148
environment	1669	0.0001	0.9148
reduce	1667	0.0001	0.9149
a.	1665	0.0001	0.9150
difficulty	1663	0.0001	0.9150
regular	1661	0.0001	0.9151
horrible	1661	0.0001	0.9151
risk	1659	0.0001	0.9152
shoot	1657	0.0001	0.9153
ride	1655	0.0001	0.9153
achieve	1654	0.0001	0.9154
argue	1653	0.0001	0.9154
above	1653	0.0001	0.9155
classroom	1652	0.0001	0.9156
wine	1647	0.0001	0.9156
additional	1644	0.0001	0.9157
safe	1632	0.0001	0.9157
ourselves	1631	0.0001	0.9158
art	1630	0.0001	0.9159
hey	1625	0.0001	0.9159
minus	1623	0.0001	0.9160
pair	1616	0.0001	0.9160
milk	1616	0.0001	0.9161
boat	1616	0.0001	0.9161
collect	1612	0.0001	0.9162
extent	1611	0.0001	0.9163
operation	1607	0.0001	0.9163
afraid	1607	0.0001	0.9164
brief	1599	0.0001	0.9164
seat	1597	0.0001	0.9165
target	1595	0.0001	0.9165
kick	1595	0.0001	0.9166
beat	1592	0.0001	0.9167
switch	1587	0.0001	0.9167
track	1585	0.0001	0.9168
technology	1579	0.0001	0.9168
strike	1578	0.0001	0.9169
flight	1578	0.0001	0.9169
reasonable	1576	0.0001	0.9170
left	1576	0.0001	0.9171
oil	1574	0.0001	0.9171
housing	1572	0.0001	0.9172
agenda	1572	0.0001	0.9172
recognize	1569	0.0001	0.9173
anymore	1564	0.0001	0.9173
remain	1562	0.0001	0.9174
possibility	1561	0.0001	0.9174
occur	1561	0.0001	0.9175
session	1559	0.0001	0.9176
recommend	1557	0.0001	0.9176
mess	1556	0.0001	0.9177
medium	1552	0.0001	0.9177
introduce	1549	0.0001	0.9178
hole	1548	0.0001	0.9178
scale	1547	0.0001	0.9179
meal	1547	0.0001	0.9179
favorite	1545	0.0001	0.9180
wide	1539	0.0001	0.9181
attack	1539	0.0001	0.9181
invite	1536	0.0001	0.9182
dark	1536	0.0001	0.9182
task	1535	0.0001	0.9183
opinion	1532	0.0001	0.9183
cry	1527	0.0001	0.9184
mostly	1523	0.0001	0.9184
quote	1522	0.0001	0.9185
proper	1520	0.0001	0.9186
pub	1519	0.0001	0.9186
factor	1519	0.0001	0.9187
color	1519	0.0001	0.9187
properly	1518	0.0001	0.9188
lucky	1516	0.0001	0.9188
upstairs	1512	0.0001	0.9189
player	1512	0.0001	0.9189
financial	1509	0.0001	0.9190
ours	1508	0.0001	0.9190
animal	1507	0.0001	0.9191
sigh	1505	0.0001	0.9191
express	1505	0.0001	0.9192
testing	1504	0.0001	0.9193
brilliant	1502	0.0001	0.9193
international	1498	0.0001	0.9194
smell	1497	0.0001	0.9194
trust	1496	0.0001	0.9195
accident	1496	0.0001	0.9195
worker	1488	0.0001	0.9196
teaching	1488	0.0001	0.9196
song	1486	0.0001	0.9197
challenge	1484	0.0001	0.9197
appreciate	1482	0.0001	0.9198
science	1481	0.0001	0.9198
magazine	1480	0.0001	0.9199
capital	1479	0.0001	0.9199
amazing	1477	0.0001	0.9200
pool	1476	0.0001	0.9201
unfortunately	1475	0.0001	0.9201
i-	1474	0.0001	0.9202
draft	1471	0.0001	0.9202
print	1470	0.0001	0.9203
relation	1468	0.0001	0.9203
y	1467	0.0001	0.9204
mummy	1467	0.0001	0.9204
campaign	1464	0.0001	0.9205
somehow	1462	0.0001	0.9205
lad	1461	0.0001	0.9206
performance	1460	0.0001	0.9206
chicken	1460	0.0001	0.9207
suggestion	1458	0.0001	0.9207
element	1457	0.0001	0.9208
north	1456	0.0001	0.9208
sample	1454	0.0001	0.9209
remind	1454	0.0001	0.9209
original	1449	0.0001	0.9210
shouting	1448	0.0001	0.9210
joke	1447	0.0001	0.9211
yard	1446	0.0001	0.9212
reform	1446	0.0001	0.9212
ya	1443	0.0001	0.9213
population	1441	0.0001	0.9213
bread	1441	0.0001	0.9214
graduate	1440	0.0001	0.9214
blah	1435	0.0001	0.9215
firm	1434	0.0001	0.9215
technical	1433	0.0001	0.9216
lock	1432	0.0001	0.9216
smoke	1430	0.0001	0.9217
scheme	1428	0.0001	0.9217
safety	1428	0.0001	0.9218
framework	1428	0.0001	0.9218
professional	1424	0.0001	0.9219
supply	1420	0.0001	0.9219
reference	1418	0.0001	0.9220
protect	1416	0.0001	0.9220
d	1415	0.0001	0.9221
client	1415	0.0001	0.9221
election	1414	0.0001	0.9222
specifically	1413	0.0001	0.9222
paragraph	1412	0.0001	0.9223
sport	1411	0.0001	0.9223
arrive	1409	0.0001	0.9224
stress	1407	0.0001	0.9224
neat	1407	0.0001	0.9225
shape	1406	0.0001	0.9225
wake	1404	0.0001	0.9226
article	1402	0.0001	0.9226
mate	1400	0.0001	0.9227
reflect	1397	0.0001	0.9227
eighth	1396	0.0000	0.9228
du	1394	0.0000	0.9228
pattern	1391	0.0000	0.9229
wood	1390	0.0000	0.9229
restaurant	1388	0.0000	0.9230
operate	1387	0.0000	0.9230
foreign	1383	0.0000	0.9231
appointment	1380	0.0000	0.9231
comfortable	1379	0.0000	0.9232
pop	1377	0.0000	0.9232
slow	1376	0.0000	0.9233
chapter	1376	0.0000	0.9233
library	1369	0.0000	0.9234
cake	1366	0.0000	0.9234
winter	1361	0.0000	0.9235
male	1358	0.0000	0.9235
advice	1356	0.0000	0.9236
thinking	1354	0.0000	0.9236
chocolate	1353	0.0000	0.9237
helpful	1349	0.0000	0.9237
advantage	1349	0.0000	0.9238
folk	1347	0.0000	0.9238
establish	1345	0.0000	0.9239
shopping	1344	0.0000	0.9239
solution	1343	0.0000	0.9240
impact	1343	0.0000	0.9240
settlement	1342	0.0000	0.9241
deep	1342	0.0000	0.9241
south	1338	0.0000	0.9241
commitment	1338	0.0000	0.9242
nurse	1337	0.0000	0.9242
easily	1337	0.0000	0.9243
suit	1336	0.0000	0.9243
blood	1336	0.0000	0.9244
attitude	1336	0.0000	0.9244
official	1329	0.0000	0.9245
alone	1328	0.0000	0.9245
influence	1326	0.0000	0.9246
w	1325	0.0000	0.9246
personally	1325	0.0000	0.9247
mistake	1324	0.0000	0.9247
silly	1321	0.0000	0.9248
taste	1320	0.0000	0.9248
construct	1320	0.0000	0.9249
willing	1319	0.0000	0.9249
sad	1319	0.0000	0.9250
sweet	1318	0.0000	0.9250
facility	1316	0.0000	0.9250
tool	1314	0.0000	0.9251
th-	1314	0.0000	0.9251
cream	1312	0.0000	0.9252
mix	1309	0.0000	0.9252
define	1308	0.0000	0.9253
medical	1305	0.0000	0.9253
investment	1305	0.0000	0.9254
camp	1305	0.0000	0.9254
independent	1304	0.0000	0.9255
negative	1302	0.0000	0.9255
extremely	1302	0.0000	0.9256
sex	1301	0.0000	0.9256
seventeen	1301	0.0000	0.9257
grant	1300	0.0000	0.9257
principle	1299	0.0000	0.9258
instruction	1299	0.0000	0.9258
daddy	1295	0.0000	0.9258
stock	1294	0.0000	0.9259
objective	1291	0.0000	0.9259
circumstance	1291	0.0000	0.9260
hotel	1290	0.0000	0.9260
colleague	1288	0.0000	0.9261
lesson	1287	0.0000	0.9261
whispering	1285	0.0000	0.9262
commit	1284	0.0000	0.9262
treatment	1282	0.0000	0.9263
sir	1281	0.0000	0.9263
finger	1281	0.0000	0.9263
pain	1279	0.0000	0.9264
peace	1276	0.0000	0.9264
sector	1274	0.0000	0.9265
throughout	1273	0.0000	0.9265
requirement	1273	0.0000	0.9266
request	1273	0.0000	0.9266
overall	1270	0.0000	0.9267
cash	1270	0.0000	0.9267
rich	1268	0.0000	0.9268
memory	1268	0.0000	0.9268
advance	1268	0.0000	0.9269
village	1262	0.0000	0.9269
resolution	1259	0.0000	0.9269
immediately	1259	0.0000	0.9270
tired	1257	0.0000	0.9270
female	1257	0.0000	0.9271
demand	1257	0.0000	0.9271
length	1255	0.0000	0.9272
bike	1254	0.0000	0.9272
upset	1253	0.0000	0.9273
prefer	1253	0.0000	0.9273
determine	1253	0.0000	0.9273
directly	1252	0.0000	0.9274
deliver	1252	0.0000	0.9274
tough	1251	0.0000	0.9275
plate	1249	0.0000	0.9275
culture	1249	0.0000	0.9276
afterwards	1249	0.0000	0.9276
mouth	1248	0.0000	0.9277
egg	1248	0.0000	0.9277
reaction	1246	0.0000	0.9277
shift	1244	0.0000	0.9278
suddenly	1243	0.0000	0.9278
natural	1242	0.0000	0.9279
strategy	1241	0.0000	0.9279
damage	1239	0.0000	0.9280
speed	1238	0.0000	0.9280
significant	1238	0.0000	0.9281
ship	1237	0.0000	0.9281
rise	1237	0.0000	0.9281
photograph	1234	0.0000	0.9282
flower	1231	0.0000	0.9282
version	1229	0.0000	0.9283
energy	1228	0.0000	0.9283
previous	1227	0.0000	0.9284
provision	1226	0.0000	0.9284
plenty	1226	0.0000	0.9285
federal	1223	0.0000	0.9285
cheese	1223	0.0000	0.9285
spot	1218	0.0000	0.9286
central	1218	0.0000	0.9286
responsible	1216	0.0000	0.9287
variety	1214	0.0000	0.9287
whenever	1213	0.0000	0.9288
mail	1213	0.0000	0.9288
everywhere	1213	0.0000	0.9288
attempt	1211	0.0000	0.9289
judge	1210	0.0000	0.9289
s-	1207	0.0000	0.9290
chip	1206	0.0000	0.9290
being	1206	0.0000	0.9291
admit	1205	0.0000	0.9291
century	1203	0.0000	0.9291
burn	1201	0.0000	0.9292
broad	1199	0.0000	0.9292
curriculum	1198	0.0000	0.9293
theory	1197	0.0000	0.9293
pardon	1197	0.0000	0.9294
majority	1197	0.0000	0.9294
crazy	1197	0.0000	0.9294
band	1196	0.0000	0.9295
wedding	1195	0.0000	0.9295
fail	1195	0.0000	0.9296
seek	1192	0.0000	0.9296
cute	1190	0.0000	0.9297
connection	1188	0.0000	0.9297
divide	1186	0.0000	0.9297
potential	1184	0.0000	0.9298
dream	1183	0.0000	0.9298
successful	1182	0.0000	0.9299
series	1182	0.0000	0.9299
hall	1179	0.0000	0.9300
intend	1178	0.0000	0.9300
concept	1178	0.0000	0.9300
random	1177	0.0000	0.9301
m.	1176	0.0000	0.9301
fully	1176	0.0000	0.9302
prove	1175	0.0000	0.9302
movement	1174	0.0000	0.9303
growth	1173	0.0000	0.9303
cuz	1173	0.0000	0.9303
complain	1172	0.0000	0.9304
seriously	1168	0.0000	0.9304
truth	1166	0.0000	0.9305
race	1164	0.0000	0.9305
priority	1162	0.0000	0.9305
communication	1161	0.0000	0.9306
style	1160	0.0000	0.9306
ice	1157	0.0000	0.9307
extend	1157	0.0000	0.9307
wage	1154	0.0000	0.9308
heat	1153	0.0000	0.9308
below	1151	0.0000	0.9308
president	1148	0.0000	0.9309
maintain	1148	0.0000	0.9309
lecture	1148	0.0000	0.9310
package	1147	0.0000	0.9310
mad	1147	0.0000	0.9310
snow	1145	0.0000	0.9311
director	1143	0.0000	0.9311
season	1142	0.0000	0.9312
pension	1142	0.0000	0.9312
guarantee	1141	0.0000	0.9312
division	1138	0.0000	0.9313
consideration	1136	0.0000	0.9313
spell	1135	0.0000	0.9314
speaker	1134	0.0000	0.9314
critical	1132	0.0000	0.9315
image	1131	0.0000	0.9315
legal	1129	0.0000	0.9315
goodness	1129	0.0000	0.9316
bunch	1127	0.0000	0.9316
vehicle	1126	0.0000	0.9317
spring	1120	0.0000	0.9317
underneath	1119	0.0000	0.9317
occasion	1119	0.0000	0.9318
bath	1119	0.0000	0.9318
plane	1118	0.0000	0.9319
obvious	1118	0.0000	0.9319
familiar	1114	0.0000	0.9319
surely	1113	0.0000	0.9320
farm	1113	0.0000	0.9320
coat	1112	0.0000	0.9321
originally	1111	0.0000	0.9321
plastic	1110	0.0000	0.9321
fat	1110	0.0000	0.9322
garage	1107	0.0000	0.9322
criterion	1107	0.0000	0.9323
perfect	1105	0.0000	0.9323
rock	1104	0.0000	0.9323
planning	1104	0.0000	0.9324
married	1104	0.0000	0.9324
shot	1103	0.0000	0.9324
route	1103	0.0000	0.9325
participate	1103	0.0000	0.9325
opposite	1103	0.0000	0.9326
shirt	1102	0.0000	0.9326
relative	1102	0.0000	0.9326
meat	1101	0.0000	0.9327
nation	1099	0.0000	0.9327
yellow	1097	0.0000	0.9328
driver	1095	0.0000	0.9328
code	1095	0.0000	0.9328
bird	1094	0.0000	0.9329
hi	1093	0.0000	0.9329
button	1091	0.0000	0.9330
clap	1090	0.0000	0.9330
agency	1089	0.0000	0.9330
dance	1087	0.0000	0.9331
whose	1085	0.0000	0.9331
enter	1085	0.0000	0.9332
algebra	1085	0.0000	0.9332
notion	1084	0.0000	0.9332
da	1084	0.0000	0.9333
split	1083	0.0000	0.9333
graph	1082	0.0000	0.9333
career	1082	0.0000	0.9334
ill	1079	0.0000	0.9334
duty	1078	0.0000	0.9335
distance	1078	0.0000	0.9335
complex	1076	0.0000	0.9335
analysis	1076	0.0000	0.9336
among	1076	0.0000	0.9336
chemical	1074	0.0000	0.9337
announce	1073	0.0000	0.9337
weapon	1072	0.0000	0.9337
hardly	1071	0.0000	0.9338
chap	1067	0.0000	0.9338
vacation	1066	0.0000	0.9338
production	1064	0.0000	0.9339
attend	1064	0.0000	0.9339
camera	1062	0.0000	0.9340
potato	1061	0.0000	0.9340
star	1057	0.0000	0.9340
importance	1057	0.0000	0.9341
engage	1057	0.0000	0.9341
van	1056	0.0000	0.9342
breakfast	1056	0.0000	0.9342
self	1054	0.0000	0.9342
hello	1054	0.0000	0.9343
alternative	1053	0.0000	0.9343
success	1052	0.0000	0.9343
network	1051	0.0000	0.9344
source	1046	0.0000	0.9344
retire	1045	0.0000	0.9345
essentially	1045	0.0000	0.9345
profit	1044	0.0000	0.9345
flow	1043	0.0000	0.9346
fault	1043	0.0000	0.9346
connect	1043	0.0000	0.9346
stone	1041	0.0000	0.9347
avoid	1041	0.0000	0.9347
fancy	1037	0.0000	0.9348
complaint	1036	0.0000	0.9348
desk	1029	0.0000	0.9348
equipment	1028	0.0000	0.9349
wee	1023	0.0000	0.9349
recent	1021	0.0000	0.9349
inch	1019	0.0000	0.9350
bathroom	1018	0.0000	0.9350
active	1018	0.0000	0.9350
taxis	1017	0.0000	0.9351
suffer	1017	0.0000	0.9351
replace	1014	0.0000	0.9352
promise	1014	0.0000	0.9352
entire	1014	0.0000	0.9352
toilet	1013	0.0000	0.9353
employee	1011	0.0000	0.9353
effective	1011	0.0000	0.9353
feature	1010	0.0000	0.9354
recording	1008	0.0000	0.9354
adult	1007	0.0000	0.9354
senior	1006	0.0000	0.9355
center	1005	0.0000	0.9355
gentleman	1004	0.0000	0.9356
fashion	1004	0.0000	0.9356
legislation	1003	0.0000	0.9356
shout	1002	0.0000	0.9357
organize	1000	0.0000	0.9357
presumably	998	0.0000	0.9357
earth	998	0.0000	0.9358
campus	998	0.0000	0.9358
fifth	996	0.0000	0.9358
currently	995	0.0000	0.9359
sun	992	0.0000	0.9359
shame	991	0.0000	0.9359
expert	991	0.0000	0.9360
category	990	0.0000	0.9360
frame	989	0.0000	0.9360
earn	989	0.0000	0.9361
transfer	988	0.0000	0.9361
beer	988	0.0000	0.9362
gain	987	0.0000	0.9362
pen	986	0.0000	0.9362
mainly	983	0.0000	0.9363
crane	983	0.0000	0.9363
accord	980	0.0000	0.9363
edge	979	0.0000	0.9364
method	977	0.0000	0.9364
hire	977	0.0000	0.9364
ear	975	0.0000	0.9365
click	975	0.0000	0.9365
brand	972	0.0000	0.9365
chat	971	0.0000	0.9366
herself	970	0.0000	0.9366
associate	970	0.0000	0.9366
appeal	970	0.0000	0.9367
hat	969	0.0000	0.9367
engine	969	0.0000	0.9367
borrow	967	0.0000	0.9368
loan	964	0.0000	0.9368
lack	962	0.0000	0.9369
initial	962	0.0000	0.9369
channel	962	0.0000	0.9369
realise	958	0.0000	0.9370
panel	958	0.0000	0.9370
temperature	957	0.0000	0.9370
spread	956	0.0000	0.9371
screen	955	0.0000	0.9371
approve	953	0.0000	0.9371
update	952	0.0000	0.9372
contribution	952	0.0000	0.9372
amendment	952	0.0000	0.9372
scare	951	0.0000	0.9373
ordinary	951	0.0000	0.9373
settle	950	0.0000	0.9373
fear	950	0.0000	0.9374
struggle	949	0.0000	0.9374
factory	948	0.0000	0.9374
crap	946	0.0000	0.9375
homework	945	0.0000	0.9375
percentage	943	0.0000	0.9375
river	942	0.0000	0.9376
golf	942	0.0000	0.9376
gay	942	0.0000	0.9376
scream	941	0.0000	0.9377
survey	940	0.0000	0.9377
representative	940	0.0000	0.9377
impression	940	0.0000	0.9378
writing	939	0.0000	0.9378
tooth	939	0.0000	0.9378
honestly	938	0.0000	0.9379
row	937	0.0000	0.9379
initiative	936	0.0000	0.9379
definition	936	0.0000	0.9380
formula	934	0.0000	0.9380
tiny	932	0.0000	0.9380
employment	932	0.0000	0.9381
commission	931	0.0000	0.9381
la	930	0.0000	0.9381
cope	930	0.0000	0.9382
dangerous	928	0.0000	0.9382
modern	927	0.0000	0.9382
exciting	927	0.0000	0.9383
primary	924	0.0000	0.9383
mountain	922	0.0000	0.9383
addition	921	0.0000	0.9384
trial	919	0.0000	0.9384
presentation	919	0.0000	0.9384
map	919	0.0000	0.9385
sugar	918	0.0000	0.9385
ridiculous	917	0.0000	0.9385
minimum	915	0.0000	0.9386
nuclear	914	0.0000	0.9386
beach	914	0.0000	0.9386
secretary	913	0.0000	0.9387
repeat	913	0.0000	0.9387
cousin	913	0.0000	0.9387
suspect	912	0.0000	0.9388
object	912	0.0000	0.9388
communicate	911	0.0000	0.9388
sixth	910	0.0000	0.9389
satisfy	909	0.0000	0.9389
physical	909	0.0000	0.9389
reply	907	0.0000	0.9390
estimate	907	0.0000	0.9390
truck	906	0.0000	0.9390
favour	902	0.0000	0.9391
ensure	902	0.0000	0.9391
politics	901	0.0000	0.9391
conclusion	900	0.0000	0.9392
w-	899	0.0000	0.9392
payment	899	0.0000	0.9392
somewhat	898	0.0000	0.9393
register	897	0.0000	0.9393
jury	897	0.0000	0.9393
coal	897	0.0000	0.9393
chairman	897	0.0000	0.9394
mass	896	0.0000	0.9394
carefully	896	0.0000	0.9394
living	895	0.0000	0.9395
skin	893	0.0000	0.9395
competition	892	0.0000	0.9395
generation	890	0.0000	0.9396
popular	889	0.0000	0.9396
agent	889	0.0000	0.9396
publish	888	0.0000	0.9397
hill	887	0.0000	0.9397
bridge	886	0.0000	0.9397
joint	884	0.0000	0.9398
branch	884	0.0000	0.9398
p.	883	0.0000	0.9398
strand	882	0.0000	0.9399
nose	882	0.0000	0.9399
label	882	0.0000	0.9399
hearing	880	0.0000	0.9400
brain	880	0.0000	0.9400
twenty-five	879	0.0000	0.9400
wheel	878	0.0000	0.9400
nursing	878	0.0000	0.9401
aim	878	0.0000	0.9401
writer	877	0.0000	0.9401
employ	877	0.0000	0.9402
sea	876	0.0000	0.9402
arrange	876	0.0000	0.9402
literally	875	0.0000	0.9403
damn	875	0.0000	0.9403
audience	875	0.0000	0.9403
empty	874	0.0000	0.9404
sh	872	0.0000	0.9404
sum	871	0.0000	0.9404
partner	871	0.0000	0.9405
funding	871	0.0000	0.9405
salary	870	0.0000	0.9405
faint	869	0.0000	0.9405
whoever	867	0.0000	0.9406
mathematical	867	0.0000	0.9406
theme	866	0.0000	0.9406
employer	866	0.0000	0.9407
confuse	866	0.0000	0.9407
boot	866	0.0000	0.9407
assess	864	0.0000	0.9408
aid	864	0.0000	0.9408
pence	863	0.0000	0.9408
extended	863	0.0000	0.9409
concentrate	863	0.0000	0.9409
wet	861	0.0000	0.9409
rough	860	0.0000	0.9409
gift	857	0.0000	0.9410
fee	857	0.0000	0.9410
dictionary	857	0.0000	0.9410
thick	855	0.0000	0.9411
remove	855	0.0000	0.9411
arrangement	855	0.0000	0.9411
finance	854	0.0000	0.9412
photo	853	0.0000	0.9412
grass	853	0.0000	0.9412
guide	851	0.0000	0.9413
dish	848	0.0000	0.9413
piss	847	0.0000	0.9413
ignore	846	0.0000	0.9413
user	845	0.0000	0.9414
rush	845	0.0000	0.9414
honey	845	0.0000	0.9414
entirely	844	0.0000	0.9415
title	843	0.0000	0.9415
root	843	0.0000	0.9415
description	843	0.0000	0.9416
status	842	0.0000	0.9416
brown	842	0.0000	0.9416
sniff	841	0.0000	0.9416
rubbish	841	0.0000	0.9417
pursue	841	0.0000	0.9417
estate	841	0.0000	0.9417
downstairs	841	0.0000	0.9418
perform	840	0.0000	0.9418
tip	839	0.0000	0.9418
shower	839	0.0000	0.9419
voluntary	838	0.0000	0.9419
sudden	838	0.0000	0.9419
